,SMILES,NRotBonds,xyz
54,CC1(C)C2CCC(=C)CC12,0,"26

C  -1.8485  1.1693  -0.7769
C  -1.5165  -0.1101  -0.0977
C  -2.7497  -0.8581  0.4260
C  -0.3652  -0.9528  -0.4605
C  0.6983  -0.5076  -1.4051
C  2.0728  -0.4242  -0.7731
C  1.9835  0.2739  0.5346
C  2.9705  0.3584  1.3992
C  0.6816  0.9112  0.8645
C  -0.3629  -0.1673  0.8280
H  -1.0312  1.6697  -1.2875
H  -2.3209  1.8468  -0.0072
H  -2.6669  1.0098  -1.5361
H  -2.5217  -1.9235  0.5939
H  -2.9648  -0.4022  1.4157
H  -3.5980  -0.6747  -0.2340
H  -0.4820  -2.0712  -0.3605
H  0.4469  0.4335  -1.9569
H  0.7821  -1.2925  -2.2091
H  2.7167  0.1527  -1.4962
H  2.4660  -1.4541  -0.6783
H  3.9225  -0.1170  1.1398
H  2.9044  0.8672  2.3515
H  0.6832  1.3384  1.8810
H  0.5074  1.6957  0.0866
H  -0.4076  -0.7714  1.7580"
55,CC1=CC2=C(OC(=O)C=C2)C=C1,0,"20

C  -3.1773  0.1407  -0.3341
C  -1.7366  -0.1961  -0.1160
C  -0.7832  0.7838  -0.2741
C  0.5464  0.4844  -0.0758
C  0.9858  -0.7658  0.2792
O  2.2590  -1.0623  0.4716
C  3.1987  -0.1595  0.3316
O  4.4287  -0.4494  0.5183
C  2.8091  1.1140  -0.0247
C  1.4928  1.4687  -0.2357
C  0.0066  -1.7500  0.4360
C  -1.3271  -1.4591  0.2394
H  -3.2950  1.2244  -0.2648
H  -3.4809  -0.2570  -1.3155
H  -3.7414  -0.3007  0.5175
H  -1.1026  1.8013  -0.5596
H  3.5839  1.8714  -0.1434
H  1.1610  2.4515  -0.5135
H  0.2924  -2.7374  0.7108
H  -2.1202  -2.2028  0.3530"
56,CC1CCC2C1C1C(CCC2=C)C1(C)C,0,"39

C  -1.2107  -2.4377  0.2044
C  -1.7126  -1.1897  -0.4642
C  -2.8078  -0.6071  0.3850
C  -2.5443  0.8988  0.2333
C  -1.0228  0.9003  0.3116
C  -0.6552  -0.1373  -0.6514
C  0.6930  -0.6771  -0.7955
C  1.8454  0.1887  -0.7246
C  1.7764  1.4992  -0.0483
C  0.8303  2.4778  -0.7570
C  -0.5378  2.2218  -0.2324
C  -1.3692  3.2395  -0.2559
C  1.6988  -1.0789  0.1463
C  2.7033  -2.1782  -0.2774
C  1.7342  -0.8885  1.6195
H  -1.0496  -2.3243  1.2900
H  -2.0528  -3.1879  0.1129
H  -0.3590  -2.9114  -0.3252
H  -2.1906  -1.5131  -1.4227
H  -2.7109  -0.8471  1.4504
H  -3.8271  -0.8288  -0.0180
H  -2.9309  1.2455  -0.7220
H  -2.9441  1.4261  1.1242
H  -0.7667  0.8053  1.3487
H  -0.9248  0.3305  -1.6606
H  0.6867  -1.3513  -1.7292
H  2.6263  0.1688  -1.5390
H  1.3729  1.4659  1.0049
H  2.7907  1.9328  0.0268
H  1.1294  3.4824  -0.3973
H  0.9064  2.4201  -1.8396
H  -1.0219  4.1818  -0.6442
H  -2.3865  3.0935  0.1199
H  3.6877  -1.6774  -0.3170
H  2.7504  -2.9589  0.4916
H  2.4470  -2.5526  -1.2858
H  2.3784  -0.0184  1.9494
H  2.2340  -1.7474  2.1719
H  0.7339  -0.8659  2.1167"
57,CC1CCC2C1C1C(CCC2(C)O)C1(C)C,0,"42

C  0.2971  3.0523  0.6724
C  -0.3287  1.9992  -0.2116
C  -1.8215  2.2491  -0.3907
C  -2.4870  0.8899  -0.3642
C  -1.2874  -0.0754  -0.4183
C  -0.3551  0.6448  0.4681
C  0.9405  0.0698  0.7998
C  1.2897  -1.2851  0.5201
C  0.7184  -2.1332  -0.4880
C  -0.7276  -2.3830  -0.6002
C  -1.6505  -1.4349  0.0780
C  -1.7703  -1.5823  1.5428
O  -2.9381  -1.7058  -0.4587
C  2.1150  -0.0924  -0.0349
C  2.1747  0.0831  -1.5191
C  3.5412  0.0458  0.5441
H  -0.1889  4.0267  0.5814
H  1.3467  3.1826  0.3074
H  0.3685  2.6775  1.7128
H  0.1064  1.9686  -1.2159
H  -2.0323  2.7523  -1.3442
H  -2.2215  2.8865  0.4440
H  -3.1448  0.7516  -1.2440
H  -3.0304  0.7571  0.5985
H  -1.0455  -0.1318  -1.4829
H  -0.9749  0.8396  1.4031
H  1.2566  0.4520  1.8323
H  1.8367  -1.8421  1.3543
H  1.1044  -1.8632  -1.5212
H  1.1730  -3.1784  -0.4092
H  -1.0506  -3.4172  -0.2626
H  -1.0546  -2.3831  -1.6867
H  -1.0035  -1.1413  2.1685
H  -2.7938  -1.2121  1.8479
H  -1.7977  -2.6757  1.7800
H  -2.9579  -1.3365  -1.3749
H  2.7110  1.0214  -1.7200
H  1.2586  0.0724  -2.0737
H  2.8134  -0.7607  -1.9152
H  3.5401  -0.4335  1.5360
H  4.2674  -0.4761  -0.1141
H  3.8033  1.1217  0.6587"
58,CC1(C)CC2C1CCC1(C)CCCC2(O)C1,0,"42

C  3.6063  0.3311  0.8509
C  2.5478  0.1316  -0.1862
C  3.0257  -0.5116  -1.4420
C  1.6764  1.3832  -0.4033
C  0.8690  0.8922  0.7281
C  1.2553  -0.5122  0.3507
C  0.5056  -1.0832  -0.7996
C  -0.7377  -1.8259  -0.4084
C  -1.8328  -0.9340  0.1194
C  -2.8661  -1.8862  0.7490
C  -2.4685  -0.1944  -1.0111
C  -2.5750  1.2728  -0.6995
C  -1.2084  1.8649  -0.3330
C  -0.5781  1.1574  0.8161
O  -0.7586  2.0302  1.9308
C  -1.3750  -0.0704  1.2504
H  4.6058  0.3027  0.3424
H  3.5494  1.3734  1.2792
H  3.5647  -0.3873  1.6792
H  3.9896  -0.0816  -1.7334
H  3.1970  -1.5963  -1.2306
H  2.2659  -0.3692  -2.2360
H  2.2630  2.3211  -0.2152
H  1.3186  1.3708  -1.4164
H  1.4405  1.1181  1.6844
H  1.4019  -1.2282  1.1549
H  0.2218  -0.3419  -1.5695
H  1.1701  -1.8185  -1.3074
H  -0.5087  -2.6744  0.2700
H  -1.1305  -2.3059  -1.3501
H  -2.3623  -2.6308  1.3690
H  -3.4926  -1.2539  1.4191
H  -3.5375  -2.2987  -0.0228
H  -1.9375  -0.3056  -1.9762
H  -3.5013  -0.5646  -1.1684
H  -3.3043  1.4296  0.1295
H  -2.9185  1.7948  -1.6172
H  -0.6347  1.8897  -1.2591
H  -1.4661  2.9471  -0.1187
H  -0.2043  1.6509  2.6774
H  -2.3144  0.2758  1.7740
H  -0.7614  -0.6625  1.9293"
59,CC1CCC2=C1CC(CCC2C)=C(C)C,0,"39

C  -2.0143  2.2774  1.3089
C  -1.8852  1.5822  -0.0048
C  -3.2026  0.8348  -0.2773
C  -2.7084  -0.2259  -1.1986
C  -1.3538  -0.5465  -0.6441
C  -0.8650  0.4655  0.0377
C  0.3958  0.6844  0.7747
C  1.5946  0.1218  0.1035
C  1.6316  -1.0598  -0.8431
C  0.6156  -2.0473  -0.2638
C  -0.7274  -1.8730  -0.8901
C  -1.6166  -3.0067  -0.4184
C  2.7764  0.6725  0.3270
C  4.0032  0.1395  -0.3263
C  2.8416  1.8345  1.2511
H  -2.9873  2.0279  1.8240
H  -1.1568  2.1747  1.9793
H  -2.1006  3.3815  1.0882
H  -1.6346  2.2703  -0.8243
H  -3.6398  0.4588  0.6488
H  -3.8835  1.4989  -0.8504
H  -3.3321  -1.1341  -1.2375
H  -2.5224  0.2219  -2.2022
H  0.3689  0.2174  1.7926
H  0.5850  1.7619  0.9603
H  1.3567  -0.7219  -1.8491
H  2.6172  -1.5203  -0.7707
H  0.5281  -1.9074  0.8267
H  0.9323  -3.0974  -0.4761
H  -0.6071  -2.0111  -1.9937
H  -2.2986  -2.5688  0.3445
H  -1.0144  -3.7950  0.1158
H  -2.1429  -3.5103  -1.2346
H  4.8447  0.8771  -0.2581
H  3.8284  -0.0104  -1.3987
H  4.3028  -0.8191  0.1311
H  2.3594  2.7103  0.7686
H  2.2180  1.5826  2.1381
H  3.8932  2.0593  1.5414"
63,CC1(C)CC2C(C1)C1(C)CCCC2(C)C1O,0,"42

C  -3.1231  -0.0140  0.9389
C  -2.3280  -0.2462  -0.2922
C  -3.1977  -0.6719  -1.4391
C  -1.5437  1.0275  -0.6112
C  -0.3985  0.9447  0.2814
C  -0.2898  -0.4529  0.8469
C  -1.1721  -1.2339  -0.0721
C  1.1407  -0.8244  0.8504
C  1.5319  -1.6096  2.0879
C  1.6274  -1.5530  -0.3531
C  1.9566  -0.6983  -1.5298
C  1.3288  0.6560  -1.5359
C  0.9501  1.2205  -0.2353
C  1.2429  2.7163  -0.1292
C  1.8197  0.5542  0.8434
O  3.1386  0.4966  0.5023
H  -2.7309  -0.4762  1.8532
H  -4.1909  -0.3503  0.8398
H  -3.2017  1.0883  1.1599
H  -3.8873  -1.4470  -1.0701
H  -3.8110  0.1940  -1.7395
H  -2.6145  -0.9806  -2.3202
H  -2.2125  1.8955  -0.3416
H  -1.3985  1.0642  -1.6775
H  -0.5684  1.6172  1.1740
H  -0.6921  -0.5407  1.8701
H  -1.5700  -2.1032  0.4577
H  -0.7646  -1.4228  -1.0647
H  1.0019  -1.2867  2.9876
H  1.2469  -2.6779  1.8667
H  2.6385  -1.6198  2.1939
H  2.5864  -2.0693  -0.0425
H  0.9549  -2.4227  -0.6176
H  1.6266  -1.2830  -2.4432
H  3.0746  -0.6179  -1.6917
H  0.4948  0.6546  -2.2982
H  2.0761  1.3746  -1.9958
H  1.1134  3.0276  0.9439
H  0.5873  3.2641  -0.8078
H  2.2981  2.8660  -0.4476
H  1.5913  1.0779  1.7821
H  3.6677  0.8626  1.2756"
64,CC1=CCC2CC1C2(C)C,0,"26

C  2.7149  0.8144  -0.0546
C  1.4558  0.0548  -0.1096
C  1.2776  -0.8565  -1.0627
C  -0.0078  -1.5920  -1.0719
C  -0.9183  -1.0986  -0.0039
C  -0.1242  -1.1072  1.3114
C  0.3792  0.2740  0.8657
C  -0.9374  0.4053  0.1462
C  -2.1028  0.7902  1.0513
C  -0.9560  1.2060  -1.1020
H  2.5443  1.8574  -0.4159
H  3.5306  0.3609  -0.6437
H  3.0321  0.8788  1.0027
H  2.0383  -1.0675  -1.8171
H  -0.4748  -1.6392  -2.0694
H  0.2492  -2.6629  -0.8177
H  -1.8675  -1.6176  0.1007
H  0.6395  -1.8767  1.3754
H  -0.8196  -1.0658  2.1480
H  0.5675  0.9706  1.6774
H  -2.9361  0.1004  0.7942
H  -2.4451  1.8034  0.8279
H  -1.8245  0.7473  2.1220
H  0.0375  1.4706  -1.5090
H  -1.4661  2.1695  -0.8963
H  -1.5861  0.6805  -1.8491"
65,CC1=CCC2C(C1)C2(C)C,0,"26

C  3.0387  0.9687  0.2688
C  1.7744  0.2348  -0.0649
C  1.3424  0.2372  -1.2950
C  0.1251  -0.4450  -1.7240
C  -0.6900  -1.0667  -0.6597
C  -0.2588  -0.9975  0.7101
C  1.0853  -0.4540  1.0264
C  -1.4055  -0.1737  0.3126
C  -1.3736  1.3028  0.1727
C  -2.8141  -0.6710  0.6810
H  2.8191  1.9065  0.8161
H  3.6302  0.3125  0.9268
H  3.6323  1.1281  -0.6529
H  1.9161  0.7745  -2.0434
H  -0.5293  0.2981  -2.2662
H  0.4119  -1.1821  -2.5123
H  -1.2126  -2.0128  -1.0006
H  -0.5252  -1.8743  1.3791
H  1.7589  -1.2805  1.3695
H  0.9718  0.1967  1.9446
H  -0.4135  1.7695  0.0216
H  -2.0207  1.5756  -0.7124
H  -1.9416  1.7302  1.0511
H  -3.4808  -0.4568  -0.1732
H  -3.1098  -0.0765  1.5620
H  -2.7306  -1.7442  0.8621"
66,CC1=CCC2(CC1)C(=C)CCCC2(C)C,0,"39

C  4.1932  -0.0434  -0.3475
C  2.7107  0.0865  -0.2818
C  2.0348  0.4212  -1.3573
C  0.5564  0.5723  -1.3776
C  -0.1313  0.1754  -0.1266
C  0.7590  0.6608  1.0267
C  2.0230  -0.1663  0.9948
C  -0.2473  -1.2967  0.0227
C  0.2282  -2.1721  -0.8448
C  -0.9512  -1.7923  1.2406
C  -2.3767  -1.3256  1.1550
C  -2.5917  -0.2815  0.0976
C  -1.5093  0.7512  0.0344
C  -1.6285  1.6267  1.2721
C  -1.8792  1.6527  -1.1484
H  4.6314  0.7713  0.2628
H  4.5409  -0.0089  -1.4069
H  4.4861  -1.0087  0.1377
H  2.6117  0.5976  -2.2964
H  0.2000  -0.0212  -2.2735
H  0.3695  1.6253  -1.6822
H  1.0727  1.7167  0.8386
H  0.2837  0.5143  2.0007
H  1.7884  -1.2617  1.1145
H  2.6587  0.0899  1.8784
H  0.7546  -1.8899  -1.7586
H  0.0863  -3.2274  -0.6350
H  -0.5079  -1.3769  2.1770
H  -0.8503  -2.8947  1.3222
H  -2.7872  -1.0069  2.1421
H  -2.9893  -2.2114  0.8580
H  -3.5379  0.2471  0.3487
H  -2.7341  -0.7196  -0.9195
H  -0.8229  2.3976  1.3035
H  -1.7014  1.0396  2.2003
H  -2.6175  2.1550  1.1719
H  -2.9722  1.9003  -1.0083
H  -1.3383  2.6000  -1.1311
H  -1.8153  1.1035  -2.0954"
67,CC1CCC2=C(C1)OC=C2C,0,"25

C  2.9263  0.4977  0.9958
C  1.9751  -0.1158  -0.0422
C  1.1585  0.9986  -0.5945
C  -0.1059  0.5342  -1.2985
C  -0.8998  -0.1990  -0.3144
C  -0.2470  -1.0626  0.5425
C  1.2229  -1.2706  0.4989
O  -1.1436  -1.5869  1.3093
C  -2.3463  -1.1414  1.0323
C  -2.2388  -0.2477  -0.0038
C  -3.3532  0.5060  -0.6479
H  2.3521  1.2995  1.5364
H  3.2305  -0.2453  1.7422
H  3.7752  1.0097  0.5025
H  2.6588  -0.4853  -0.8612
H  0.9075  1.7765  0.1487
H  1.7724  1.5224  -1.3805
H  -0.5898  1.4005  -1.7459
H  0.2398  -0.2145  -2.0661
H  1.5816  -1.4784  1.5280
H  1.3995  -2.2298  -0.0688
H  -3.2956  -1.4038  1.5114
H  -3.0587  0.9385  -1.5985
H  -3.6813  1.3514  0.0226
H  -4.2404  -0.1541  -0.7483"
68,CC1CCC2C(C3C1CCC3=C)C2(C)C,0,"39

C  -2.6924  -0.8312  -0.9159
C  -1.6473  -1.1421  0.1763
C  -0.6626  -2.0417  -0.4359
C  0.6471  -2.2389  0.2372
C  1.2703  -1.0304  0.7913
C  0.9782  0.0775  -0.2610
C  -0.0956  0.8714  0.3604
C  -1.2093  0.0456  0.9031
C  -2.3309  1.0678  1.0424
C  -2.0467  2.1777  0.0597
C  -0.6911  1.9310  -0.4771
C  -0.1086  2.5207  -1.4930
C  2.3020  -0.1962  0.2345
C  3.2936  -0.8572  -0.7089
C  2.9491  0.8462  1.1164
H  -2.4058  0.0324  -1.5168
H  -2.7278  -1.6995  -1.6413
H  -3.7170  -0.7941  -0.4954
H  -2.2515  -1.7595  0.9166
H  -1.1288  -3.0746  -0.5117
H  -0.5523  -1.7667  -1.5280
H  0.5535  -3.0190  1.0410
H  1.3455  -2.6953  -0.5101
H  0.9965  -0.8347  1.8485
H  0.7578  -0.2345  -1.2974
H  0.3703  1.4229  1.2349
H  -0.9495  -0.2434  1.9556
H  -2.3450  1.5235  2.0608
H  -3.3244  0.6718  0.8559
H  -2.0343  3.1826  0.5707
H  -2.7778  2.2682  -0.7463
H  -0.6385  3.2986  -2.0521
H  0.8890  2.3042  -1.8488
H  3.3766  -1.9462  -0.4512
H  4.2615  -0.3551  -0.7400
H  2.8661  -0.8497  -1.7461
H  3.9946  0.5349  1.3314
H  3.0477  1.8293  0.5729
H  2.4379  1.0038  2.0673"
69,CC1CCC2CC3=C(C)CCC13C2(C)C,0,"39

C  -1.0207  2.4329  0.8553
C  -0.6722  1.3745  -0.1810
C  -1.9173  1.0455  -0.9187
C  -2.0675  -0.3302  -1.4154
C  -1.0984  -1.3364  -0.8836
C  0.2222  -1.1406  -1.6175
C  1.0145  -0.2623  -0.7199
C  2.2132  0.2613  -0.5033
C  3.3964  0.0200  -1.3641
C  2.2088  1.1163  0.7132
C  1.0202  0.5129  1.4589
C  0.0741  0.2191  0.3719
C  -0.7417  -1.0318  0.5478
C  -1.8699  -0.9569  1.4845
C  0.2166  -2.1374  0.9992
H  -0.3091  3.2836  0.8479
H  -2.0255  2.9004  0.6315
H  -1.0781  2.0598  1.8710
H  0.0146  1.9086  -0.9054
H  -2.8211  1.2871  -0.2820
H  -2.0437  1.7469  -1.7987
H  -3.1004  -0.7453  -1.2137
H  -1.9900  -0.3790  -2.5426
H  -1.4675  -2.3617  -1.0336
H  0.0372  -0.6335  -2.5702
H  0.7148  -2.1337  -1.7574
H  4.0379  -0.8075  -0.9751
H  4.0325  0.9314  -1.3224
H  3.1147  -0.2193  -2.4093
H  2.0318  2.1742  0.4776
H  3.0934  0.9516  1.3588
H  1.3954  -0.4497  1.8783
H  0.6808  1.1188  2.2842
H  -2.3104  0.0135  1.6833
H  -2.6488  -1.7077  1.1591
H  -1.5272  -1.3574  2.4838
H  -0.2655  -3.1112  0.7057
H  0.2757  -2.1640  2.1044
H  1.1800  -2.0928  0.4973"
70,CC1CCC2C(C3=C(C)CCC13)C2(C)C,0,"39

C  -2.6204  -2.2156  0.0506
C  -1.3547  -1.4489  -0.1858
C  -0.1159  -2.2111  0.2287
C  0.9353  -2.0169  -0.7739
C  1.2971  -0.7128  -1.2752
C  0.8011  0.5431  -0.9204
C  -0.3702  0.7362  -0.0784
C  -0.8491  1.9456  0.2218
C  -0.2397  3.2384  -0.2704
C  -2.0271  1.8957  1.0778
C  -2.6247  0.5402  0.7078
C  -1.3089  -0.2084  0.6364
C  2.1424  0.1702  -0.3258
C  2.2182  -0.2688  1.1149
C  3.4004  0.8169  -0.8646
H  -2.9512  -2.0755  1.1083
H  -2.5314  -3.2896  -0.1866
H  -3.4041  -1.7448  -0.6086
H  -1.3010  -1.2057  -1.2716
H  0.1630  -2.0126  1.2864
H  -0.4251  -3.2989  0.2320
H  1.8735  -2.5161  -0.3696
H  0.6736  -2.7172  -1.6340
H  1.8401  -0.8025  -2.2795
H  0.9178  1.3753  -1.6892
H  -0.2563  3.2638  -1.3946
H  -0.7874  4.1085  0.0703
H  0.8191  3.3072  0.0190
H  -2.7924  2.6508  0.8086
H  -1.7912  1.9051  2.1572
H  -3.2585  0.1315  1.5117
H  -3.0687  0.5400  -0.2846
H  -1.0015  -0.4127  1.6609
H  2.4679  -1.3663  1.2036
H  3.0978  0.2329  1.5998
H  1.3518  0.0238  1.7171
H  3.1344  1.8869  -1.0780
H  4.2008  0.8296  -0.1194
H  3.7452  0.3830  -1.8027"
71,CC1=C(C)C2CCC1C2,0,"23

C  -1.5091  1.8106  0.3010
C  -0.5270  0.7804  -0.0497
C  -0.7634  -0.5299  -0.0509
C  -2.0079  -1.2577  0.2817
C  0.5043  -1.2061  -0.4656
C  1.4724  -0.9991  0.6642
C  1.7670  0.5043  0.6414
C  0.8931  1.0025  -0.4645
C  1.0237  -0.1592  -1.4656
H  -1.1658  2.8339  0.0798
H  -2.4772  1.6920  -0.2605
H  -1.8027  1.7953  1.3767
H  -1.9791  -1.6199  1.3268
H  -2.9101  -0.6221  0.1279
H  -2.1658  -2.1549  -0.3624
H  0.4071  -2.1872  -0.8596
H  0.9989  -1.2723  1.6425
H  2.3629  -1.6044  0.5132
H  2.8356  0.5912  0.3153
H  1.5669  0.9805  1.6019
H  1.1098  1.9579  -0.8748
H  0.3109  -0.0007  -2.2701
H  2.0555  -0.3350  -1.7489"
72,CC1CCC2C(C)(C)C3CC12CC=C3C,0,"39

C  -2.5764  -1.2025  1.7085
C  -2.2253  -0.8264  0.2981
C  -2.8262  0.5090  -0.1092
C  -1.6381  1.4218  -0.4661
C  -0.6079  0.8117  0.3385
C  0.7977  1.0237  0.2019
C  1.2786  1.9470  1.3387
C  1.3266  1.6039  -1.0600
C  1.4124  -0.3445  0.5332
C  0.2051  -1.2166  0.9575
C  -0.8002  -0.6780  0.0176
C  -0.4792  -1.0384  -1.3761
C  0.9773  -1.2587  -1.6426
C  1.8903  -0.9305  -0.7369
C  3.3459  -1.1347  -0.9659
H  -2.5721  -2.3122  1.7730
H  -3.6237  -0.8729  1.8869
H  -1.9554  -0.7271  2.4707
H  -2.6727  -1.5835  -0.3789
H  -3.5340  0.4282  -0.9373
H  -3.2628  0.9485  0.8148
H  -1.8464  2.4693  -0.0987
H  -1.4941  1.4969  -1.5372
H  -0.9083  0.8868  1.4283
H  2.2599  2.3915  1.0992
H  1.4076  1.3537  2.2595
H  0.5374  2.7278  1.5319
H  2.3761  1.3475  -1.2041
H  1.2914  2.7242  -0.9482
H  0.7452  1.3855  -1.9649
H  2.1585  -0.3013  1.3208
H  0.0235  -0.9347  2.0148
H  0.4477  -2.2747  0.8286
H  -0.9538  -2.0480  -1.5687
H  -0.9334  -0.3788  -2.1452
H  1.3224  -1.6909  -2.5790
H  3.9603  -0.3245  -0.5272
H  3.6032  -2.1323  -0.5115
H  3.5427  -1.2660  -2.0646"
73,CC1CCC2C(C)(C)C3CC12CCC3(C)O,0,"42

C  -2.9512  0.7149  1.5861
C  -2.3578  0.7584  0.2325
C  -2.8546  -0.3831  -0.6720
C  -1.6795  -1.3721  -0.7697
C  -0.7821  -0.8977  0.2513
C  0.6531  -1.0979  0.2535
C  1.2729  -1.6526  -0.9759
C  0.9547  -2.1575  1.3410
C  1.2100  0.1782  0.7734
C  -0.0239  1.0079  1.2291
C  -0.9130  0.6324  0.1194
C  -0.4413  1.1394  -1.2014
C  0.9633  1.6070  -1.2739
C  1.8784  1.0877  -0.2019
C  3.1997  0.5964  -0.7184
O  2.2189  2.2310  0.5799
H  -2.3122  0.2762  2.3673
H  -3.8850  0.1158  1.5558
H  -3.2749  1.7503  1.8963
H  -2.6939  1.7016  -0.2816
H  -3.6882  -0.8523  -0.1125
H  -3.1341  -0.0207  -1.6680
H  -2.0839  -2.3888  -0.4813
H  -1.3136  -1.4823  -1.7869
H  -1.2309  -1.1085  1.2675
H  1.1379  -1.1049  -1.8963
H  2.3385  -1.9336  -0.7494
H  0.7794  -2.6588  -1.1436
H  0.3288  -3.0371  1.0382
H  2.0117  -2.4898  1.2418
H  0.7110  -1.7632  2.3262
H  1.9034  0.0482  1.6397
H  0.2457  2.0842  1.2801
H  -0.3033  0.5997  2.1933
H  -0.6889  0.4368  -2.0527
H  -1.1069  2.0288  -1.4329
H  1.4028  1.2482  -2.2532
H  1.0266  2.7324  -1.3849
H  3.9706  1.4214  -0.7816
H  3.6177  -0.0830  0.0814
H  3.1750  0.1405  -1.7044
H  2.7192  1.9467  1.3742"
78,CC1=CCC2(C)CCCC(C)(C)C22CC12,0,"39

C  3.5970  -1.4025  -0.3788
C  2.4392  -0.5976  0.0534
C  2.6194  0.6844  0.3301
C  1.4926  1.5443  0.7691
C  0.1899  1.1471  0.0780
C  0.2601  1.7163  -1.3025
C  -0.9009  1.8573  0.8561
C  -2.1991  1.5832  0.1703
C  -2.5077  0.1303  0.2423
C  -1.3963  -0.7728  -0.2493
C  -1.7071  -2.1418  0.3850
C  -1.5198  -1.0052  -1.7442
C  -0.0388  -0.3078  0.1648
C  0.4280  -0.9488  1.4841
C  1.1141  -1.1927  0.1802
H  3.3119  -2.3937  -0.7831
H  4.2428  -1.5789  0.5292
H  4.2682  -0.8453  -1.0838
H  3.6038  1.1436  0.2441
H  1.7227  2.5761  0.4207
H  1.3854  1.6161  1.8651
H  -0.5323  1.4644  -1.9854
H  0.2658  2.8360  -1.1975
H  1.2448  1.4615  -1.7804
H  -0.7141  2.9578  0.8936
H  -0.8901  1.5213  1.9205
H  -2.9901  2.1203  0.7308
H  -2.1417  1.9830  -0.8524
H  -3.4480  -0.1335  -0.2740
H  -2.6502  -0.1244  1.3310
H  -0.8709  -2.8340  0.3025
H  -2.1232  -2.0245  1.4012
H  -2.5461  -2.5953  -0.2217
H  -0.5421  -0.9495  -2.2582
H  -1.9740  -1.9683  -2.0078
H  -2.2329  -0.2213  -2.1359
H  -0.1649  -1.7745  1.9134
H  0.9171  -0.3283  2.2341
H  0.9878  -2.2022  -0.2447"
79,CC1CCC2=C(C)C(=O)OC2C1,0,"26

C  3.1780  0.2182  -0.1546
C  1.7875  0.2396  0.4504
C  1.0167  1.4521  0.0795
C  -0.4534  1.4023  0.2323
C  -0.9765  0.0114  0.2300
C  -2.0805  -0.5064  -0.2363
C  -3.1699  0.2397  -0.9349
C  -2.1306  -1.9509  -0.0034
O  -3.0562  -2.7476  -0.3288
O  -0.9410  -2.2492  0.6510
C  -0.1942  -1.1030  0.8517
C  1.1475  -1.0718  0.1540
H  3.7402  1.1287  0.0567
H  3.0622  -0.0080  -1.2298
H  3.7158  -0.6348  0.3035
H  1.9533  0.2784  1.5681
H  1.2723  1.6924  -0.9951
H  1.4043  2.3517  0.6426
H  -0.9142  2.0241  -0.5617
H  -0.7423  1.8826  1.2020
H  -4.1330  -0.3118  -0.9133
H  -3.3610  1.2226  -0.4523
H  -2.8644  0.3471  -1.9877
H  -0.0014  -0.8726  1.9215
H  0.9439  -1.1641  -0.9368
H  1.7967  -1.8706  0.5353"
80,CC1=CCC2C(=O)C1C2(C)C,0,"25

C  2.6937  -0.4317  0.7421
C  1.4502  0.1200  0.2027
C  1.2055  1.4105  0.1882
C  -0.1115  1.8878  -0.3913
C  -0.8007  0.7041  -0.9838
C  0.1074  -0.2304  -1.7081
O  0.5027  -0.5242  -2.7995
C  0.4362  -0.8057  -0.3442
C  -0.9733  -0.4055  0.0289
C  -1.9529  -1.4305  -0.4631
C  -1.2122  -0.0067  1.4308
H  3.3094  0.3666  1.2362
H  3.3478  -0.8036  -0.1004
H  2.5442  -1.2875  1.4322
H  1.8647  2.1839  0.5567
H  -0.7048  2.3161  0.4183
H  0.0575  2.6341  -1.1737
H  -1.7508  0.9204  -1.5072
H  0.6653  -1.8679  -0.3409
H  -1.5295  -2.0344  -1.2922
H  -2.3838  -2.0503  0.3507
H  -2.8169  -0.8667  -0.9150
H  -1.7298  -0.8593  1.9520
H  -1.9052  0.8587  1.4478
H  -0.3133  0.2022  2.0328"
81,CC1CCC2(O1)C(C)=CCCC2(C)C,0,"36

C  3.0103  0.5035  -1.4694
C  2.0718  -0.4732  -0.7748
C  2.3136  -0.4900  0.6960
C  0.9239  -0.5012  1.2709
C  0.0190  -0.2900  0.0960
O  0.7914  -0.0729  -1.0184
C  -0.9504  -1.4041  -0.0881
C  -0.7778  -2.7372  0.5823
C  -1.9874  -1.1549  -0.8848
C  -2.2225  0.1169  -1.5713
C  -1.6604  1.3103  -0.8580
C  -0.8097  0.9703  0.3234
C  -1.7123  0.8176  1.5415
C  0.1078  2.1682  0.5747
H  2.4539  1.1560  -2.1773
H  3.7880  -0.0191  -2.0637
H  3.5181  1.1655  -0.7551
H  2.2545  -1.4598  -1.2388
H  2.8894  -1.4224  0.9488
H  2.9356  0.3483  1.0529
H  0.7755  0.2198  2.0913
H  0.7468  -1.5490  1.6431
H  0.2310  -3.1610  0.3962
H  -1.5072  -3.4365  0.1665
H  -0.9949  -2.6569  1.6814
H  -2.6923  -1.9615  -1.0203
H  -3.3116  0.2429  -1.7370
H  -1.7752  0.0275  -2.5985
H  -1.0967  1.9422  -1.5860
H  -2.4989  1.9427  -0.5001
H  -1.1357  1.1447  2.4345
H  -2.0436  -0.2183  1.6229
H  -2.6012  1.4614  1.3871
H  0.2395  2.7344  -0.3919
H  1.0898  1.8786  0.9445
H  -0.3823  2.8572  1.2794"
