,SMILES,NRotBonds,xyz
1385,OC1CCC2CCCCC2C1,0,"29

O  3.2329  0.9899  0.7487
C  1.9919  0.4115  0.4898
C  2.1263  -0.7895  -0.3987
C  0.7225  -1.4014  -0.4035
C  -0.2168  -0.4785  -1.1015
C  -1.6230  -1.0578  -0.8876
C  -1.9836  -1.0817  0.5703
C  -1.6206  0.2777  1.1451
C  -1.4115  1.2909  0.0608
C  -0.1465  0.9412  -0.7397
C  1.0206  1.4342  -0.0038
H  3.1648  1.4526  1.6121
H  1.6284  0.0280  1.4842
H  2.4769  -0.5584  -1.4128
H  2.7730  -1.5220  0.1313
H  0.7051  -2.3853  -0.8758
H  0.4470  -1.5231  0.6763
H  -0.0314  -0.6218  -2.2083
H  -2.3851  -0.4609  -1.4166
H  -1.6407  -2.0730  -1.3551
H  -1.5107  -1.9132  1.1253
H  -3.0871  -1.2553  0.6212
H  -0.7414  0.2369  1.7945
H  -2.4738  0.6039  1.7736
H  -1.2339  2.2720  0.5515
H  -2.2792  1.4139  -0.5952
H  -0.2567  1.5575  -1.6829
H  0.7268  2.0381  0.9073
H  1.6257  2.1737  -0.6106"
1386,O=C1CCC2=CC=CC=C2O1,0,"19

O  -3.0993  1.8942  -0.5630
C  -2.1490  1.2384  -0.0920
C  -2.3198  -0.1572  0.4541
C  -1.2780  -1.0353  -0.1831
C  0.0677  -0.4566  -0.1056
C  1.2041  -1.2830  -0.1090
C  2.4629  -0.7488  -0.0433
C  2.6833  0.6099  0.0288
C  1.5595  1.4061  0.0313
C  0.2615  0.8797  -0.0352
O  -0.8413  1.7378  -0.0280
H  -3.3141  -0.4976  0.1110
H  -2.2037  -0.1682  1.5538
H  -1.2853  -2.0429  0.2810
H  -1.5463  -1.1305  -1.2574
H  1.0850  -2.3485  -0.1639
H  3.3683  -1.3745  -0.0445
H  3.6877  1.0088  0.0798
H  1.6568  2.4682  0.0853"
1387,O=C1CCCC1,0,"14

O  2.1418  1.3321  0.3065
C  1.1221  0.6948  0.0225
C  1.0282  -0.7788  0.0362
C  -0.4469  -1.0868  -0.0005
C  -1.1349  0.2346  0.3464
C  -0.2050  1.2114  -0.3851
H  1.5315  -1.2664  -0.7979
H  1.4533  -1.1156  1.0203
H  -0.7299  -1.8440  0.7404
H  -0.7690  -1.3696  -1.0347
H  -1.1411  0.4164  1.4194
H  -2.1316  0.3133  -0.1326
H  -0.3874  2.2510  -0.0899
H  -0.3312  1.0077  -1.4510"
1388,O=C1CCCC=C1,0,"15

O  2.2173  -1.4539  -0.6207
C  1.2300  -0.7475  -0.3158
C  -0.1055  -1.3803  -0.2197
C  -0.9537  -0.4338  0.6377
C  -0.9948  0.8667  -0.1353
C  0.3351  1.4963  0.0373
C  1.3852  0.6755  -0.0583
H  -0.0858  -2.3898  0.1933
H  -0.5520  -1.3642  -1.2497
H  -0.3400  -0.2787  1.5707
H  -1.9378  -0.8552  0.8357
H  -1.8193  1.4927  0.2562
H  -1.1460  0.6758  -1.2273
H  0.4130  2.5521  0.2267
H  2.3542  1.1444  0.0692"
1389,O=C1CCCCC1,0,"17

O  -0.3746  2.0350  -1.5611
C  -0.2104  1.3181  -0.6125
C  1.1631  0.9709  -0.1724
C  1.2707  -0.5515  -0.3096
C  0.2026  -1.1865  0.5223
C  -1.1764  -0.7708  0.1272
C  -1.3180  0.7320  0.1814
H  1.9391  1.4931  -0.7277
H  1.2521  1.2055  0.9281
H  2.2580  -0.8861  -0.0085
H  1.0995  -0.8251  -1.3607
H  0.3263  -1.0095  1.6010
H  0.2977  -2.2971  0.3830
H  -1.3697  -1.1343  -0.9097
H  -1.9079  -1.2130  0.8012
H  -2.3068  1.0707  -0.1261
H  -1.1453  1.0486  1.2440"
1390,OC1=CC=CC=C1,0,"13

O  2.4788  -0.1631  -0.4371
C  1.0922  -0.0863  -0.2330
C  0.4906  1.1439  -0.1123
C  -0.8687  1.2383  0.0883
C  -1.6746  0.1249  0.1757
C  -1.0389  -1.0863  0.0505
C  0.3112  -1.2088  -0.1494
H  3.0451  -0.2116  0.4098
H  1.0944  2.0390  -0.1761
H  -1.3521  2.2032  0.1846
H  -2.7316  0.1764  0.3311
H  -1.6277  -1.9904  0.1120
H  0.7816  -2.1792  -0.2441"
1391,OC1CCCCC1,0,"19

O  2.4816  -0.5063  -0.0914
C  1.2043  -0.2916  0.4787
C  0.3179  -1.3660  -0.0464
C  -1.1293  -1.1196  -0.0236
C  -1.5790  0.2921  0.0188
C  -0.5561  1.3044  -0.3536
C  0.7850  1.0983  0.2561
H  2.6905  0.2282  -0.7386
H  1.3797  -0.4421  1.5837
H  0.5215  -2.2780  0.5879
H  0.6716  -1.6925  -1.0699
H  -1.5871  -1.5955  -0.9400
H  -1.6369  -1.6665  0.8258
H  -1.9644  0.5538  1.0482
H  -2.4714  0.4576  -0.6472
H  -0.9637  2.3129  -0.0465
H  -0.5017  1.3708  -1.4756
H  0.8113  1.7072  1.2086
H  1.5262  1.6328  -0.4108"
1401,O=C1CCCCCC=CCCCCCCCCO1,0,"46

O  1.8073  -5.1531  0.4332
C  1.4523  -3.9489  0.3063
C  2.5632  -2.9603  0.3616
C  2.3602  -1.8155  -0.6025
C  2.7830  -0.5290  0.0777
C  2.3349  0.6948  -0.6924
C  2.4084  1.8690  0.2432
C  1.9322  3.1333  -0.3815
C  0.7070  3.5856  -0.3093
C  -0.4119  2.9126  0.4079
C  -1.6520  2.9859  -0.4592
C  -2.0988  1.5793  -0.8397
C  -2.8903  0.9948  0.2920
C  -3.4239  -0.3511  -0.1345
C  -2.7732  -1.4798  0.6250
C  -1.6839  -2.1445  -0.1839
C  -0.5568  -2.5777  0.7642
O  0.1479  -3.5942  0.1324
H  3.5466  -3.4110  0.1135
H  2.6378  -2.6076  1.4086
H  3.0419  -1.9166  -1.4974
H  1.3409  -1.7415  -0.9751
H  2.3271  -0.5056  1.1079
H  3.8790  -0.4675  0.2051
H  1.3472  0.5493  -1.1507
H  3.0541  0.8451  -1.5312
H  3.4627  1.9397  0.5941
H  1.8153  1.6157  1.1606
H  2.6941  3.7016  -0.9359
H  0.4739  4.5224  -0.8057
H  -0.6677  3.4433  1.3638
H  -0.1587  1.8786  0.7033
H  -1.4492  3.5842  -1.3813
H  -2.5015  3.4591  0.0522
H  -2.7242  1.6320  -1.7564
H  -1.1625  0.9987  -1.0092
H  -2.2236  0.8909  1.1856
H  -3.7049  1.6956  0.5704
H  -3.3372  -0.4660  -1.2385
H  -4.5130  -0.3883  0.1181
H  -2.3468  -1.0543  1.5691
H  -3.5131  -2.2513  0.9544
H  -2.0348  -3.0947  -0.6582
H  -1.2159  -1.4612  -0.9220
H  0.0088  -1.6850  1.0200
H  -1.0819  -2.9071  1.6944"
1402,O=C1CCCCCCCCCCCCCCO1,0,"45

O  1.9854  3.7412  1.1606
C  1.8339  2.5533  0.7859
C  0.4594  2.1382  0.4126
C  -0.4208  3.3089  0.0681
C  -1.8415  2.9981  0.4848
C  -2.5010  1.9976  -0.4424
C  -2.7958  0.6908  0.2446
C  -2.4119  -0.4555  -0.6816
C  -2.3637  -1.7253  0.1115
C  -1.5555  -2.8060  -0.5531
C  -0.3111  -3.0937  0.2397
C  0.8149  -2.1155  -0.0865
C  1.8756  -2.3171  0.9743
C  2.7018  -1.0553  1.1853
C  3.3508  -0.6402  -0.0918
C  3.0858  0.8030  -0.4243
O  2.8368  1.6048  0.6928
H  0.5041  1.4889  -0.4844
H  -0.0321  1.5994  1.2753
H  -0.4115  3.5080  -1.0225
H  -0.1271  4.2453  0.5871
H  -2.3882  3.9685  0.5031
H  -1.8454  2.5749  1.5238
H  -1.8353  1.8249  -1.3332
H  -3.4473  2.4649  -0.8066
H  -3.8950  0.6160  0.4178
H  -2.2291  0.6377  1.1822
H  -3.1654  -0.5407  -1.4668
H  -1.4446  -0.1817  -1.1439
H  -3.4307  -2.0477  0.2808
H  -1.9589  -1.5695  1.1446
H  -2.1721  -3.7352  -0.5343
H  -1.3570  -2.5995  -1.6242
H  0.0621  -4.0955  -0.0197
H  -0.5323  -2.9622  1.3161
H  1.2455  -2.3483  -1.0975
H  0.4831  -1.0780  -0.0259
H  1.3724  -2.5288  1.9451
H  2.5562  -3.1445  0.6875
H  3.4736  -1.3319  1.9490
H  2.0556  -0.2821  1.6439
H  2.9909  -1.3066  -0.9237
H  4.4543  -0.8563  -0.0254
H  4.0280  1.2031  -0.9004
H  2.3029  0.8499  -1.2035"
1403,O=C1CCCCCCCCCOCCCCCO1,0,"46

O  1.1955  4.8675  -1.4100
C  0.9915  3.7572  -0.8569
C  -0.3253  3.6284  -0.1871
C  -0.7277  2.2144  0.0743
C  -2.1678  2.0468  -0.3846
C  -2.8756  0.9709  0.4285
C  -3.4672  -0.0920  -0.4515
C  -3.0311  -1.4835  -0.0894
C  -1.6237  -1.7147  -0.5349
C  -1.0620  -3.0207  -0.0207
C  0.2947  -3.2543  -0.6724
O  1.3000  -3.1462  0.2796
C  2.4427  -2.5631  -0.2285
C  3.1503  -1.6693  0.7598
C  2.4871  -0.3393  0.9337
C  2.8959  0.6581  -0.1250
C  2.3939  2.0378  0.2670
O  1.8598  2.7130  -0.8334
H  -1.1016  4.1723  -0.8026
H  -0.3332  4.1951  0.7909
H  -0.1219  1.4917  -0.4712
H  -0.6800  2.0019  1.1839
H  -2.7301  2.9994  -0.3434
H  -2.1390  1.7347  -1.4492
H  -3.7260  1.4573  0.9648
H  -2.1859  0.5188  1.1863
H  -4.5853  -0.0423  -0.4825
H  -3.1254  0.0780  -1.5124
H  -3.6820  -2.1829  -0.6801
H  -3.2010  -1.7087  0.9807
H  -1.6262  -1.8015  -1.6551
H  -0.9222  -0.9121  -0.2630
H  -0.9337  -3.0144  1.0842
H  -1.7349  -3.8654  -0.2779
H  0.3203  -4.2413  -1.1904
H  0.4720  -2.4883  -1.4822
H  3.1287  -3.3595  -0.5347
H  2.1722  -1.9690  -1.1205
H  4.2075  -1.5800  0.4054
H  3.1148  -2.1945  1.7547
H  1.3961  -0.4811  0.9921
H  2.8227  0.0727  1.9178
H  2.4465  0.3688  -1.1005
H  3.9931  0.6165  -0.2176
H  1.7180  1.9463  1.1280
H  3.3051  2.5764  0.6646"
1406,O=C1CCCO1,0,"12

O  2.0752  1.5449  0.5284
C  1.0356  0.9434  0.2330
C  0.9319  -0.4661  -0.2081
C  -0.4862  -0.8125  0.2699
C  -1.1838  0.4638  -0.1624
O  -0.2531  1.4568  0.2509
H  0.8670  -0.4909  -1.3206
H  1.6858  -1.1259  0.2079
H  -0.4355  -0.8572  1.3740
H  -0.8734  -1.7087  -0.2053
H  -1.1972  0.4599  -1.2672
H  -2.1662  0.5925  0.2995"
1407,[O-]C1=CC=CO1,0,"9

O  2.4214  -0.8941  0.0685
C  1.0797  -0.5297  0.0397
C  0.6083  0.7580  -0.0519
C  -0.7871  0.6559  -0.0479
C  -1.0639  -0.6848  0.0457
O  0.0451  -1.3595  0.0957
H  1.1952  1.6548  -0.1137
H  -1.4474  1.4995  -0.1088
H  -2.0512  -1.1001  0.0727"
1408,O=C1CCSC1,0,"12

O  0.5451  1.0795  1.8612
C  0.4359  0.6294  0.7596
C  -0.7816  0.5868  -0.0658
C  -1.0913  -0.8977  -0.3001
S  0.6227  -1.5005  -0.5965
C  1.5131  0.0076  -0.0286
H  -1.6070  1.1086  0.4182
H  -0.5918  1.0016  -1.0896
H  -1.5165  -1.3346  0.6091
H  -1.6772  -1.0388  -1.2014
H  2.4081  -0.2606  0.5567
H  1.7405  0.6187  -0.9227"
1409,O=C1OC2=C(C=CC=C2)C=C1,0,"17

O  3.5136  -1.4435  -0.1581
C  2.4188  -0.7897  -0.0739
O  1.2609  -1.3933  -0.2068
C  0.1073  -0.8161  -0.1372
C  0.0762  0.5579  0.0975
C  -1.1434  1.1863  0.1743
C  -2.3338  0.5051  0.0273
C  -2.3203  -0.8550  -0.2055
C  -1.0993  -1.4982  -0.2847
C  1.2658  1.2762  0.2509
C  2.4243  0.5702  0.1593
H  -1.1936  2.2495  0.3552
H  -3.2880  1.0131  0.0901
H  -3.2383  -1.4168  -0.3251
H  -1.0070  -2.5668  -0.4655
H  1.1880  2.3367  0.4307
H  3.3688  1.0845  0.2715"
1410,O=C1OC2=CC=CC=C2C=C1,0,"17

O  -3.4568  -1.6380  -0.0469
C  -2.3872  -0.9511  -0.0231
O  -1.2015  -1.5115  -0.0651
C  -0.0879  -0.8098  -0.0410
C  1.1455  -1.4441  -0.0873
C  2.3239  -0.7363  -0.0636
C  2.3383  0.6412  0.0076
C  1.1126  1.2735  0.0538
C  -0.0785  0.5669  0.0302
C  -1.3087  1.2028  0.0766
C  -2.4481  0.4249  0.0488
H  1.1522  -2.5390  -0.1441
H  3.2879  -1.2293  -0.0997
H  3.2603  1.2124  0.0271
H  1.1032  2.3596  0.1101
H  -1.3268  2.2840  0.1328
H  -3.4283  0.8938  0.0838"
1449,[O-]C=O,0,"4

O  1.2924  -0.2846  0.0438
C  -0.0430  0.0578  -0.0015
O  -0.8907  -0.8671  -0.0300
H  -0.3587  1.0940  -0.0123"
1471,S1C=CC=C1,0,"9

S  -0.0048  1.6946  0.0236
C  1.2951  0.5973  0.0636
C  0.6799  -0.6262  0.0202
C  -0.6752  -0.6275  -0.0376
C  -1.2961  0.5950  -0.0469
H  2.3861  0.7734  0.1126
H  1.2647  -1.5831  0.0317
H  -1.2618  -1.5910  -0.0762
H  -2.3880  0.7675  -0.0911"
